Crops,Crop,Crop Year,District Name,Season,Soil,State Name,Type Of  Watersource,Type Of Crop,Area,ARIYALUR,CAUVERY,CHENGLEPUT,COIMBATORE,Cropduration Max,Cropduration Min,CUDDALORE,DHARMAPURI,DINDIGUL,ERODE,HILLY REGIONS OF SHEVROY,JAWAD HILLS,KANCHEEPURAM,KANYAKUMARI,KARUR,KOLLI HILLS,KRISHNAGIRI,MADURAI,Max Temp,Min Temp,NAGAPATTINAM,NAMAKAL,PERAMBALUR,Production,PUDUKKOTTAI,RAMANATHANPURAM,Relative Humidity Max,Relative Humidity Min,SALEM,SIVAGANGAI,Soil Ph High,Soil Ph Low,TANJORE,THALAVADI HILLS,THE NILGRIS,THENI,THIRUCHIRAPALLI,THIRUNELVELI,THIRUPPUR,THIRUVALLUR,THIRUVANNAMALAI,THOOTHUKUDI,TIRUVARUR,VELLORE,VILLUPURAM,VIRUDHUNAGAR,Water Required Min,Waterrequired Max
tobacco,Tobacco,1999,COIMBATORE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,936,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,1620,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
groundnut,Groundnut,2000,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,20169,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,27436,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2000,COIMBATORE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,18075,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,20341,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2000,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,295,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,305,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2000,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,12170,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,47066,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2000,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,145,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,153,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
wheat,Wheat,2000,COIMBATORE,Rabi,Well Drained,Tamil Nadu,both,cereals,8,0,0,0,1,90,80,0,1,1,1,0,0,1,0,1,0,0,0,24,21,0,0,0,4,0,0,60,50,1,0,7,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,450,650
onion,Onion,2000,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,4450,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,58829,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2000,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,11167,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1117764,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
tobacco,Tobacco,2000,COIMBATORE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,601,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,1040,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
groundnut,Groundnut,2001,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,19152,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,29100,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
ragi,Ragi,2001,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,233,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,420,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2001,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,10548,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,37200,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2001,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,45,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,60,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
sugarcane,Sugarcane,2001,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,13438,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1496800,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
groundnut,Groundnut,2002,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,13131,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,12376,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2002,COIMBATORE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,18242,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,20520,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2002,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,198,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,264,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2002,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,6577,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,22152,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
samai,Samai,2002,COIMBATORE,Kharif,Loamy Soil,Tamil Nadu,both,millets,24,0,0,0,1,100,80,0,1,1,1,0,0,0,0,0,0,0,1,40,26,0,1,0,17,0,0,20,15,1,0,9,8.5,0,0,0,1,0,1,0,0,1,1,0,1,0,0,480,750
sunflower,Sunflower,2002,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,10,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,12,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
varagu,Varagu,2002,COIMBATORE,Kharif,clay-based soil,Tamil Nadu,rainfed,millets,1,0,0,0,0,120,120,1,1,1,0,0,0,1,0,1,0,1,1,27,25,1,1,1,1,0,1,20,15,1,0,6.5,5.5,1,0,0,1,1,0,0,1,1,0,1,1,1,0,500,900
wheat,Wheat,2002,COIMBATORE,Rabi,Well Drained,Tamil Nadu,both,cereals,6,0,0,0,1,90,80,0,1,1,1,0,0,1,0,1,0,0,0,24,21,0,0,0,0,0,0,60,50,1,0,7,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,450,650
ash gourd,Ash Gourd,2002,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,67,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2002,COIMBATORE,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,182,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2002,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,12,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2002,COIMBATORE,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,621,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,6413,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cauliflower,Cauliflower,2002,COIMBATORE,Whole Year,LoamySandy,Tamil Nadu,both,colecrops,59,1,1,1,1,100,55,1,1,1,1,1,1,1,1,1,1,1,1,30,5,1,1,1,0,1,1,100,95,1,1,6.8,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2002,COIMBATORE,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,33,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2002,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1970,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,26248,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2002,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,9623,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,830060,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
tomato,Tomato,2002,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,4409,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,56986,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
groundnut,Groundnut,2003,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,16629,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,14937,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,COIMBATORE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,21839,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,24570,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,174,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,240,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,3654,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,10643,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,13,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,17,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
ash gourd,Ash Gourd,2003,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,167,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2003,COIMBATORE,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,233,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2003,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,6,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,COIMBATORE,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,553,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,6182,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
Cabbage,Cabbage,2003,COIMBATORE,Whole Year,LoamySandy,Tamil Nadu,irrigated,colecrops,5,1,1,1,1,180,80,1,1,1,1,1,1,1,1,1,1,1,1,27,7,1,1,1,318,1,1,100,90,1,1,6.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cauliflower,Cauliflower,2003,COIMBATORE,Whole Year,LoamySandy,Tamil Nadu,both,colecrops,55,1,1,1,1,100,55,1,1,1,1,1,1,1,1,1,1,1,1,30,5,1,1,1,0,1,1,100,95,1,1,6.8,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2003,COIMBATORE,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,47,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1330,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,18824,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,6299,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,548422,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,COIMBATORE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,1,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,14,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,COIMBATORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,4386,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,52229,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
groundnut,Groundnut,2004,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,19147,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,24227,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2004,COIMBATORE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,24692,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,27779,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2004,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,167,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,261,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2004,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,7239,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,24454,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2004,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,453,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,482,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
wheat,Wheat,2004,COIMBATORE,Rabi,Well Drained,Tamil Nadu,both,cereals,15,0,0,0,1,90,80,0,1,1,1,0,0,1,0,1,0,0,0,24,21,0,0,0,,0,0,60,50,1,0,7,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,450,650
onion,Onion,2004,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1878,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,21165,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,5883,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,679798,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,COIMBATORE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,2,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,30,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
groundnut,Groundnut,2005,COIMBATORE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,22515,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,30471,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2005,COIMBATORE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,21662,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2005,COIMBATORE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,69,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,116,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2005,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,7406,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,20665,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
soyabean,Soyabean,2005,COIMBATORE,Kharif,"Well-drained, Loamy Soil",Tamil Nadu,both,pulses,19,1,1,1,1,100,90,1,1,1,1,1,1,1,0,1,1,1,1,32,15,1,1,1,,1,1,92,70,1,1,7,6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,450,700
sunflower,Sunflower,2005,COIMBATORE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,282,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,350,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
onion,Onion,2005,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,2366,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,27499,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,8894,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1237716,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
tobacco,Tobacco,2005,COIMBATORE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,327,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,489,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
rice,Rice,2006,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,6221,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,24009,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
wheat,Wheat,2006,COIMBATORE,Rabi,Well Drained,Tamil Nadu,both,cereals,79,0,0,0,1,90,80,0,1,1,1,0,0,1,0,1,0,0,0,24,21,0,0,0,,0,0,60,50,1,0,7,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,450,650
groundnut,Groundnut,2006,COIMBATORE,Whole Year,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,15645,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,26424,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2006,COIMBATORE,Whole Year,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,21528,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,115949,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
onion,Onion,2006,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3223,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,37638,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
ragi,Ragi,2006,COIMBATORE,Whole Year,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,115,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,311,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
sugarcane,Sugarcane,2006,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,9456,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1305713,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sunflower,Sunflower,2006,COIMBATORE,Whole Year,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,255,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,466,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
sweet potato,Sweet potato,2006,COIMBATORE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,1,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,17,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2006,COIMBATORE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,348,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,520,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
rice,Rice,2007,COIMBATORE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,6479,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,24456,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
groundnut,Groundnut,2007,COIMBATORE,Whole Year,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,14944,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,28061,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2007,COIMBATORE,Whole Year,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,21203,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,111874,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
onion,Onion,2007,COIMBATORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3372,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,39537,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
ragi,Ragi,2007,COIMBATORE,Whole Year,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,82,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,165,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
sugarcane,Sugarcane,2007,COIMBATORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,7174,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,805913,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sunflower,Sunflower,2007,COIMBATORE,Whole Year,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,438,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,696,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
